Local authority,Count date,Area code,Members
Barnet,2022-04-05,E01000243,757
Barnet,2022-04-05,E01000244,738
Barnet,2022-04-05,E01000245,691
Barnet,2022-04-05,E01000246,632
Barnet,2022-04-05,E01000247,707
Barnet,2022-04-05,E01000248,1120
Barnet,2022-04-05,E01000249,863
Barnet,2022-04-05,E01000250,1243
Barnet,2022-04-05,E01000251,638
Barnet,2022-04-05,E01000252,643
Barnet,2022-04-05,E01000253,494
Barnet,2022-04-05,E01000254,913
Barnet,2022-04-05,E01000255,520
Barnet,2022-04-05,E01000256,597
Barnet,2022-04-05,E01000257,566
Barnet,2022-04-05,E01000258,745
Barnet,2022-04-05,E01000259,731
Barnet,2022-04-05,E01000260,660
Barnet,2022-04-05,E01000261,518
Barnet,2022-04-05,E01000262,925
Barnet,2022-04-05,E01000263,460
Barnet,2022-04-05,E01000264,627
Barnet,2022-04-05,E01000265,531
Barnet,2022-04-05,E01000266,337
Barnet,2022-04-05,E01000267,551
Barnet,2022-04-05,E01000268,719
Barnet,2022-04-05,E01000269,461
Barnet,2022-04-05,E01000270,483
Barnet,2022-04-05,E01000271,453
Barnet,2022-04-05,E01000272,329
Barnet,2022-04-05,E01000273,432
Barnet,2022-04-05,E01000274,580
Barnet,2022-04-05,E01000275,458
Barnet,2022-04-05,E01000276,505
Barnet,2022-04-05,E01000277,716
Barnet,2022-04-05,E01000278,484
Barnet,2022-04-05,E01000279,302
Barnet,2022-04-05,E01000280,301
Barnet,2022-04-05,E01000281,393
Barnet,2022-04-05,E01000282,518
Barnet,2022-04-05,E01000283,431
Barnet,2022-04-05,E01000284,539
Barnet,2022-04-05,E01000285,634
Barnet,2022-04-05,E01000286,702
Barnet,2022-04-05,E01000287,576
Barnet,2022-04-05,E01000288,591
Barnet,2022-04-05,E01000289,591
Barnet,2022-04-05,E01000290,484
Barnet,2022-04-05,E01000291,615
Barnet,2022-04-05,E01000292,736
Barnet,2022-04-05,E01000293,897
Barnet,2022-04-05,E01000294,769
Barnet,2022-04-05,E01000295,709
Barnet,2022-04-05,E01000296,751
Barnet,2022-04-05,E01000297,516
Barnet,2022-04-05,E01000298,684
Barnet,2022-04-05,E01000299,649
Barnet,2022-04-05,E01000300,570
Barnet,2022-04-05,E01000301,538
Barnet,2022-04-05,E01000302,705
Barnet,2022-04-05,E01000303,588
Barnet,2022-04-05,E01000304,670
Barnet,2022-04-05,E01000305,322
Barnet,2022-04-05,E01000306,388
Barnet,2022-04-05,E01000307,404
Barnet,2022-04-05,E01000308,493
Barnet,2022-04-05,E01000309,621
Barnet,2022-04-05,E01000310,595
Barnet,2022-04-05,E01000311,604
Barnet,2022-04-05,E01000312,377
Barnet,2022-04-05,E01000313,521
Barnet,2022-04-05,E01000314,603
Barnet,2022-04-05,E01000315,372
Barnet,2022-04-05,E01000316,705
Barnet,2022-04-05,E01000317,564
Barnet,2022-04-05,E01000318,498
Barnet,2022-04-05,E01000319,538
Barnet,2022-04-05,E01000320,642
Barnet,2022-04-05,E01000321,664
Barnet,2022-04-05,E01000322,692
Barnet,2022-04-05,E01000323,743
Barnet,2022-04-05,E01000324,472
Barnet,2022-04-05,E01000330,x
Barnet,2022-04-05,E01000332,x
Barnet,2022-04-05,E01000335,x
Barnet,2022-04-05,E01000337,x
Barnet,2022-04-05,E01000345,x
Barnet,2022-04-05,E01000347,x
Barnet,2022-04-05,E01000357,x
Barnet,2022-04-05,E01000358,x
Barnet,2022-04-05,E01000360,x
Barnet,2022-04-05,E01000363,x
Barnet,2022-04-05,E01000369,x
Barnet,2022-04-05,E01000372,x
Barnet,2022-04-05,E01000373,x
Barnet,2022-04-05,E01000376,x
Barnet,2022-04-05,E01000380,x
Barnet,2022-04-05,E01000382,x
Barnet,2022-04-05,E01000387,x
Barnet,2022-04-05,E01000391,x
Barnet,2022-04-05,E01000394,x
Barnet,2022-04-05,E01000405,x
Barnet,2022-04-05,E01000408,x
Barnet,2022-04-05,E01000412,x
Barnet,2022-04-05,E01000416,x
Barnet,2022-04-05,E01000418,x
Barnet,2022-04-05,E01000426,x
Barnet,2022-04-05,E01000427,x
Barnet,2022-04-05,E01000429,x
Barnet,2022-04-05,E01000445,x
Barnet,2022-04-05,E01000446,x
Barnet,2022-04-05,E01000451,x
Barnet,2022-04-05,E01000458,x
Barnet,2022-04-05,E01000462,x
Barnet,2022-04-05,E01000464,x
Barnet,2022-04-05,E01000466,x
Barnet,2022-04-05,E01000469,x
Barnet,2022-04-05,E01000472,x
Barnet,2022-04-05,E01000473,x
Barnet,2022-04-05,E01000474,5
Barnet,2022-04-05,E01000475,x
Barnet,2022-04-05,E01000476,x
Barnet,2022-04-05,E01000477,x
Barnet,2022-04-05,E01000478,6
Barnet,2022-04-05,E01000479,15
Barnet,2022-04-05,E01000480,5
Barnet,2022-04-05,E01000481,10
Barnet,2022-04-05,E01000482,22
Barnet,2022-04-05,E01000483,12
Barnet,2022-04-05,E01000484,11
Barnet,2022-04-05,E01000485,7
Barnet,2022-04-05,E01000486,5
Barnet,2022-04-05,E01000487,11
Barnet,2022-04-05,E01000488,5
Barnet,2022-04-05,E01000489,x
Barnet,2022-04-05,E01000490,6
Barnet,2022-04-05,E01000491,7
Barnet,2022-04-05,E01000492,x
Barnet,2022-04-05,E01000494,6
Barnet,2022-04-05,E01000495,x
Barnet,2022-04-05,E01000497,50
Barnet,2022-04-05,E01000498,39
Barnet,2022-04-05,E01000499,27
Barnet,2022-04-05,E01000501,27
Barnet,2022-04-05,E01000502,18
Barnet,2022-04-05,E01000503,36
Barnet,2022-04-05,E01000504,20
Barnet,2022-04-05,E01000505,7
Barnet,2022-04-05,E01000506,8
Barnet,2022-04-05,E01000507,x
Barnet,2022-04-05,E01000508,8
Barnet,2022-04-05,E01000509,9
Barnet,2022-04-05,E01000510,9
Barnet,2022-04-05,E01000511,12
Barnet,2022-04-05,E01000512,x
Barnet,2022-04-05,E01000513,109
Barnet,2022-04-05,E01000514,60
Barnet,2022-04-05,E01000515,82
Barnet,2022-04-05,E01000516,203
Barnet,2022-04-05,E01000517,24
Barnet,2022-04-05,E01000518,46
Barnet,2022-04-05,E01000519,45
Barnet,2022-04-05,E01000520,84
Barnet,2022-04-05,E01000521,7
Barnet,2022-04-05,E01000522,6
Barnet,2022-04-05,E01000523,x
Barnet,2022-04-05,E01000524,8
Barnet,2022-04-05,E01000525,6
Barnet,2022-04-05,E01000526,x
Barnet,2022-04-05,E01000527,6
Barnet,2022-04-05,E01000528,x
Barnet,2022-04-05,E01000530,x
Barnet,2022-04-05,E01000531,x
Barnet,2022-04-05,E01000532,x
Barnet,2022-04-05,E01000533,x
Barnet,2022-04-05,E01000534,x
Barnet,2022-04-05,E01000535,5
Barnet,2022-04-05,E01000536,x
Barnet,2022-04-05,E01000538,11
Barnet,2022-04-05,E01000539,8
Barnet,2022-04-05,E01000540,x
Barnet,2022-04-05,E01000541,7
Barnet,2022-04-05,E01000543,17
Barnet,2022-04-05,E01000544,5
Barnet,2022-04-05,E01000545,5
Barnet,2022-04-05,E01000546,x
Barnet,2022-04-05,E01000547,x
Barnet,2022-04-05,E01000548,10
Barnet,2022-04-05,E01000549,x
Barnet,2022-04-05,E01000550,x
Barnet,2022-04-05,E01000551,5
Barnet,2022-04-05,E01000552,8
Barnet,2022-04-05,E01000553,37
Barnet,2022-04-05,E01000554,31
Barnet,2022-04-05,E01000555,7
Barnet,2022-04-05,E01000556,34
Barnet,2022-04-05,E01000557,27
Barnet,2022-04-05,E01000558,10
Barnet,2022-04-05,E01000559,7
Barnet,2022-04-05,E01000560,7
Barnet,2022-04-05,E01000561,13
Barnet,2022-04-05,E01000562,x
Barnet,2022-04-05,E01000563,5
Barnet,2022-04-05,E01000564,x
Barnet,2022-04-05,E01000565,x
Barnet,2022-04-05,E01000566,5
Barnet,2022-04-05,E01000567,x
Barnet,2022-04-05,E01000568,x
Barnet,2022-04-05,E01000569,x
Barnet,2022-04-05,E01000570,10
Barnet,2022-04-05,E01000571,x
Barnet,2022-04-05,E01000572,x
Barnet,2022-04-05,E01000573,7
Barnet,2022-04-05,E01000574,5
Barnet,2022-04-05,E01000575,11
Barnet,2022-04-05,E01000576,x
Barnet,2022-04-05,E01000577,10
Barnet,2022-04-05,E01000578,9
Barnet,2022-04-05,E01000579,6
Barnet,2022-04-05,E01000580,6
Barnet,2022-04-05,E01000581,x
Barnet,2022-04-05,E01000582,x
Barnet,2022-04-05,E01000583,x
Barnet,2022-04-05,E01000584,x
Barnet,2022-04-05,E01000585,x
Barnet,2022-04-05,E01000586,x
Barnet,2022-04-05,E01000587,87
Barnet,2022-04-05,E01000588,294
Barnet,2022-04-05,E01000589,33
Barnet,2022-04-05,E01000590,54
Barnet,2022-04-05,E01000591,24
Barnet,2022-04-05,E01000592,298
Barnet,2022-04-05,E01000593,231
Barnet,2022-04-05,E01000594,43
Barnet,2022-04-05,E01000595,x
Barnet,2022-04-05,E01000596,x
Barnet,2022-04-05,E01000599,5
Barnet,2022-04-05,E01000600,12
Barnet,2022-04-05,E01000601,x
Barnet,2022-04-05,E01000602,5
Barnet,2022-04-05,E01000603,5
Barnet,2022-04-05,E01000604,x
Barnet,2022-04-05,E01000605,x
Barnet,2022-04-05,E01000606,x
Barnet,2022-04-05,E01000607,5
Barnet,2022-04-05,E01000608,x
Barnet,2022-04-05,E01000610,x
Barnet,2022-04-05,E01000611,x
Barnet,2022-04-05,E01000612,x
Barnet,2022-04-05,E01000615,9
Barnet,2022-04-05,E01000616,10
Barnet,2022-04-05,E01000617,6
Barnet,2022-04-05,E01000618,8
Barnet,2022-04-05,E01000619,x
Barnet,2022-04-05,E01000620,x
Barnet,2022-04-05,E01000621,14
Barnet,2022-04-05,E01000622,11
Barnet,2022-04-05,E01000623,25
Barnet,2022-04-05,E01000624,40
Barnet,2022-04-05,E01000625,14
Barnet,2022-04-05,E01000626,8
Barnet,2022-04-05,E01000627,8
Barnet,2022-04-05,E01000628,10
Barnet,2022-04-05,E01000629,37
Barnet,2022-04-05,E01000630,x
Barnet,2022-04-05,E01000631,5
Barnet,2022-04-05,E01000632,5
Barnet,2022-04-05,E01000633,x
Barnet,2022-04-05,E01000634,5
Barnet,2022-04-05,E01000635,6
Barnet,2022-04-05,E01000636,7
Barnet,2022-04-05,E01000637,9
Barnet,2022-04-05,E01000638,x
Barnet,2022-04-05,E01000639,5
Barnet,2022-04-05,E01000640,13
Barnet,2022-04-05,E01000641,5
Barnet,2022-04-05,E01000642,5
Barnet,2022-04-05,E01000643,8
Barnet,2022-04-05,E01000644,8
Barnet,2022-04-05,E01000648,x
Barnet,2022-04-05,E01000650,x
Barnet,2022-04-05,E01000659,x
Barnet,2022-04-05,E01000663,x
Barnet,2022-04-05,E01000675,x
Barnet,2022-04-05,E01000677,x
Barnet,2022-04-05,E01000683,x
Barnet,2022-04-05,E01000707,x
Barnet,2022-04-05,E01000710,x
Barnet,2022-04-05,E01000711,x
Barnet,2022-04-05,E01000718,x
Barnet,2022-04-05,E01000732,x
Barnet,2022-04-05,E01000733,x
Barnet,2022-04-05,E01000742,x
Barnet,2022-04-05,E01000746,x
Barnet,2022-04-05,E01000771,x
Barnet,2022-04-05,E01000778,x
Barnet,2022-04-05,E01000781,x
Barnet,2022-04-05,E01000782,x
Barnet,2022-04-05,E01000796,x
Barnet,2022-04-05,E01000798,x
Barnet,2022-04-05,E01000801,x
Barnet,2022-04-05,E01000820,x
Barnet,2022-04-05,E01000822,x
Barnet,2022-04-05,E01000829,x
Barnet,2022-04-05,E01000831,x
Barnet,2022-04-05,E01000832,x
Barnet,2022-04-05,E01000842,7
Barnet,2022-04-05,E01000843,x
Barnet,2022-04-05,E01000844,5
Barnet,2022-04-05,E01000845,x
Barnet,2022-04-05,E01000846,5
Barnet,2022-04-05,E01000847,6
Barnet,2022-04-05,E01000848,5
Barnet,2022-04-05,E01000849,x
Barnet,2022-04-05,E01000850,x
Barnet,2022-04-05,E01000851,x
Barnet,2022-04-05,E01000854,x
Barnet,2022-04-05,E01000855,x
Barnet,2022-04-05,E01000856,x
Barnet,2022-04-05,E01000857,x
Barnet,2022-04-05,E01000858,10
Barnet,2022-04-05,E01000859,x
Barnet,2022-04-05,E01000860,x
Barnet,2022-04-05,E01000861,6
Barnet,2022-04-05,E01000862,x
Barnet,2022-04-05,E01000863,6
Barnet,2022-04-05,E01000864,x
Barnet,2022-04-05,E01000865,x
Barnet,2022-04-05,E01000866,x
Barnet,2022-04-05,E01000867,x
Barnet,2022-04-05,E01000868,x
Barnet,2022-04-05,E01000869,x
Barnet,2022-04-05,E01000870,x
Barnet,2022-04-05,E01000871,39
Barnet,2022-04-05,E01000872,29
Barnet,2022-04-05,E01000873,7
Barnet,2022-04-05,E01000874,x
Barnet,2022-04-05,E01000875,16
Barnet,2022-04-05,E01000876,8
Barnet,2022-04-05,E01000877,15
Barnet,2022-04-05,E01000878,30
Barnet,2022-04-05,E01000879,x
Barnet,2022-04-05,E01000880,5
Barnet,2022-04-05,E01000881,5
Barnet,2022-04-05,E01000882,x
Barnet,2022-04-05,E01000883,7
Barnet,2022-04-05,E01000884,31
Barnet,2022-04-05,E01000885,13
Barnet,2022-04-05,E01000886,x
Barnet,2022-04-05,E01000887,6
Barnet,2022-04-05,E01000888,x
Barnet,2022-04-05,E01000889,6
Barnet,2022-04-05,E01000890,x
Barnet,2022-04-05,E01000891,x
Barnet,2022-04-05,E01000892,7
Barnet,2022-04-05,E01000893,x
Barnet,2022-04-05,E01000894,7
Barnet,2022-04-05,E01000895,x
Barnet,2022-04-05,E01000896,x
Barnet,2022-04-05,E01000897,x
Barnet,2022-04-05,E01000898,5
Barnet,2022-04-05,E01000899,6
Barnet,2022-04-05,E01000900,x
Barnet,2022-04-05,E01000901,x
Barnet,2022-04-05,E01000902,x
Barnet,2022-04-05,E01000903,5
Barnet,2022-04-05,E01000904,5
Barnet,2022-04-05,E01000905,x
Barnet,2022-04-05,E01000906,5
Barnet,2022-04-05,E01000907,x
Barnet,2022-04-05,E01000908,x
Barnet,2022-04-05,E01000909,5
Barnet,2022-04-05,E01000910,6
Barnet,2022-04-05,E01000911,x
Barnet,2022-04-05,E01000912,x
Barnet,2022-04-05,E01000913,6
Barnet,2022-04-05,E01000914,x
Barnet,2022-04-05,E01000915,x
Barnet,2022-04-05,E01000916,x
Barnet,2022-04-05,E01000918,x
Barnet,2022-04-05,E01000919,x
Barnet,2022-04-05,E01000921,x
Barnet,2022-04-05,E01000922,x
Barnet,2022-04-05,E01000923,x
Barnet,2022-04-05,E01000924,x
Barnet,2022-04-05,E01000925,x
Barnet,2022-04-05,E01000926,x
Barnet,2022-04-05,E01000927,x
Barnet,2022-04-05,E01000928,x
Barnet,2022-04-05,E01000929,x
Barnet,2022-04-05,E01000930,x
Barnet,2022-04-05,E01000931,6
Barnet,2022-04-05,E01000932,x
Barnet,2022-04-05,E01000933,x
Barnet,2022-04-05,E01000934,5
Barnet,2022-04-05,E01000935,5
Barnet,2022-04-05,E01000938,x
Barnet,2022-04-05,E01000941,x
Barnet,2022-04-05,E01000942,x
Barnet,2022-04-05,E01000944,x
Barnet,2022-04-05,E01000945,7
Barnet,2022-04-05,E01000946,x
Barnet,2022-04-05,E01000947,5
Barnet,2022-04-05,E01000948,5
Barnet,2022-04-05,E01000949,x
Barnet,2022-04-05,E01000950,x
Barnet,2022-04-05,E01000952,x
Barnet,2022-04-05,E01000953,x
Barnet,2022-04-05,E01000954,7
Barnet,2022-04-05,E01000955,x
Barnet,2022-04-05,E01000956,x
Barnet,2022-04-05,E01000957,x
Barnet,2022-04-05,E01000958,x
Barnet,2022-04-05,E01000959,x
Barnet,2022-04-05,E01000960,5
Barnet,2022-04-05,E01000961,x
Barnet,2022-04-05,E01000962,x
Barnet,2022-04-05,E01000963,5
Barnet,2022-04-05,E01000964,x
Barnet,2022-04-05,E01000965,6
Barnet,2022-04-05,E01000966,x
Barnet,2022-04-05,E01000967,x
Barnet,2022-04-05,E01000968,x
Barnet,2022-04-05,E01000969,10
Barnet,2022-04-05,E01000970,x
Barnet,2022-04-05,E01000971,x
Barnet,2022-04-05,E01000972,14
Barnet,2022-04-05,E01000973,x
Barnet,2022-04-05,E01000974,x
Barnet,2022-04-05,E01000980,x
Barnet,2022-04-05,E01000981,x
Barnet,2022-04-05,E01000983,x
Barnet,2022-04-05,E01000987,x
Barnet,2022-04-05,E01000995,x
Barnet,2022-04-05,E01000996,x
Barnet,2022-04-05,E01001001,x
Barnet,2022-04-05,E01001005,x
Barnet,2022-04-05,E01001009,x
Barnet,2022-04-05,E01001013,x
Barnet,2022-04-05,E01001028,x
Barnet,2022-04-05,E01001043,x
Barnet,2022-04-05,E01001044,x
Barnet,2022-04-05,E01001045,x
Barnet,2022-04-05,E01001053,x
Barnet,2022-04-05,E01001068,x
Barnet,2022-04-05,E01001070,x
Barnet,2022-04-05,E01001079,x
Barnet,2022-04-05,E01001082,x
Barnet,2022-04-05,E01001087,x
Barnet,2022-04-05,E01001088,x
Barnet,2022-04-05,E01001092,x
Barnet,2022-04-05,E01001096,x
Barnet,2022-04-05,E01001097,x
Barnet,2022-04-05,E01001104,x
Barnet,2022-04-05,E01001106,x
Barnet,2022-04-05,E01001113,x
Barnet,2022-04-05,E01001117,x
Barnet,2022-04-05,E01001132,x
Barnet,2022-04-05,E01001136,x
Barnet,2022-04-05,E01001137,x
Barnet,2022-04-05,E01001141,x
Barnet,2022-04-05,E01001143,x
Barnet,2022-04-05,E01001144,x
Barnet,2022-04-05,E01001146,x
Barnet,2022-04-05,E01001152,x
Barnet,2022-04-05,E01001153,x
Barnet,2022-04-05,E01001154,x
Barnet,2022-04-05,E01001155,x
Barnet,2022-04-05,E01001165,x
Barnet,2022-04-05,E01001168,x
Barnet,2022-04-05,E01001169,x
Barnet,2022-04-05,E01001172,x
Barnet,2022-04-05,E01001174,x
Barnet,2022-04-05,E01001175,x
Barnet,2022-04-05,E01001180,x
Barnet,2022-04-05,E01001181,x
Barnet,2022-04-05,E01001184,x
Barnet,2022-04-05,E01001187,x
Barnet,2022-04-05,E01001197,x
Barnet,2022-04-05,E01001199,x
Barnet,2022-04-05,E01001200,x
Barnet,2022-04-05,E01001201,x
Barnet,2022-04-05,E01001202,x
Barnet,2022-04-05,E01001203,x
Barnet,2022-04-05,E01001205,x
Barnet,2022-04-05,E01001206,x
Barnet,2022-04-05,E01001209,x
Barnet,2022-04-05,E01001210,x
Barnet,2022-04-05,E01001212,x
Barnet,2022-04-05,E01001213,x
Barnet,2022-04-05,E01001216,x
Barnet,2022-04-05,E01001217,x
Barnet,2022-04-05,E01001218,x
Barnet,2022-04-05,E01001219,x
Barnet,2022-04-05,E01001226,x
Barnet,2022-04-05,E01001227,x
Barnet,2022-04-05,E01001232,x
Barnet,2022-04-05,E01001237,x
Barnet,2022-04-05,E01001239,x
Barnet,2022-04-05,E01001240,x
Barnet,2022-04-05,E01001241,x
Barnet,2022-04-05,E01001244,x
Barnet,2022-04-05,E01001246,x
Barnet,2022-04-05,E01001247,x
Barnet,2022-04-05,E01001249,x
Barnet,2022-04-05,E01001250,x
Barnet,2022-04-05,E01001251,x
Barnet,2022-04-05,E01001259,x
Barnet,2022-04-05,E01001260,x
Barnet,2022-04-05,E01001262,x
Barnet,2022-04-05,E01001263,x
Barnet,2022-04-05,E01001264,x
Barnet,2022-04-05,E01001266,x
Barnet,2022-04-05,E01001268,x
Barnet,2022-04-05,E01001270,x
Barnet,2022-04-05,E01001271,x
Barnet,2022-04-05,E01001272,x
Barnet,2022-04-05,E01001273,x
Barnet,2022-04-05,E01001274,x
Barnet,2022-04-05,E01001275,x
Barnet,2022-04-05,E01001276,x
Barnet,2022-04-05,E01001277,x
Barnet,2022-04-05,E01001278,x
Barnet,2022-04-05,E01001281,x
Barnet,2022-04-05,E01001286,x
Barnet,2022-04-05,E01001287,x
Barnet,2022-04-05,E01001288,x
Barnet,2022-04-05,E01001289,x
Barnet,2022-04-05,E01001291,x
Barnet,2022-04-05,E01001292,x
Barnet,2022-04-05,E01001293,x
Barnet,2022-04-05,E01001294,x
Barnet,2022-04-05,E01001295,x
Barnet,2022-04-05,E01001297,x
Barnet,2022-04-05,E01001303,x
Barnet,2022-04-05,E01001307,x
Barnet,2022-04-05,E01001308,x
Barnet,2022-04-05,E01001309,x
Barnet,2022-04-05,E01001310,x
Barnet,2022-04-05,E01001311,x
Barnet,2022-04-05,E01001312,5
Barnet,2022-04-05,E01001313,x
Barnet,2022-04-05,E01001315,x
Barnet,2022-04-05,E01001316,x
Barnet,2022-04-05,E01001317,x
Barnet,2022-04-05,E01001318,x
Barnet,2022-04-05,E01001319,x
Barnet,2022-04-05,E01001320,x
Barnet,2022-04-05,E01001321,x
Barnet,2022-04-05,E01001323,x
Barnet,2022-04-05,E01001324,x
Barnet,2022-04-05,E01001325,x
Barnet,2022-04-05,E01001327,x
Barnet,2022-04-05,E01001329,x
Barnet,2022-04-05,E01001330,x
Barnet,2022-04-05,E01001332,x
Barnet,2022-04-05,E01001334,x
Barnet,2022-04-05,E01001336,x
Barnet,2022-04-05,E01001337,x
Barnet,2022-04-05,E01001338,x
Barnet,2022-04-05,E01001339,x
Barnet,2022-04-05,E01001342,6
